2,23345.0,3
5,23589.0,1
8,23162.0,3
8,23192.0,3
8,23223.0,3
8,23254.0,3
8,23315.0,3
8,23345.0,3
8,23376.0,3
8,23558.0,3
9,23223.0,7
10,23101.0,3
10,23162.0,3
10,23192.0,3
10,23315.0,1
10,23315.0,3
10,23376.0,3
10,23497.0,3
10,23528.0,3
11,23131.0,3
12,23223.0,0
12,23254.0,7
13,23101.0,6
13,23345.0,4
13,23376.0,4
13,23407.0,6
13,23558.0,6
13,23589.0,1
13,23589.0,3
13,23589.0,6
14,23101.0,1
14,23131.0,1
14,23162.0,1
15,23223.0,7
16,23101.0,3
16,23131.0,3
16,23162.0,3
16,23162.0,7
16,23192.0,3
16,23223.0,3
16,23254.0,3
16,23284.0,3
16,23315.0,3
16,23345.0,3
16,23376.0,3
16,23407.0,3
16,23407.0,7
16,23436.0,3
16,23467.0,3
16,23497.0,3
16,23528.0,3
16,23558.0,3
16,23589.0,3
17,23345.0,3
18,23101.0,3
18,23254.0,3
18,23315.0,3
18,23376.0,3
19,23345.0,3
20,23101.0,3
20,23131.0,3
20,23162.0,3
20,23192.0,3
20,23254.0,3
20,23284.0,3
20,23497.0,3
21,23101.0,1
21,23131.0,1
21,23162.0,1
21,23192.0,1
21,23223.0,1
21,23284.0,1
21,23315.0,1
21,23376.0,1
21,23407.0,1
21,23436.0,1
21,23558.0,1
21,23589.0,1
22,23436.0,3
23,23101.0,0
23,23162.0,0
23,23223.0,0
23,23315.0,0
23,23407.0,0
23,23497.0,0
24,23192.0,0
25,23101.0,1
25,23101.0,3
25,23131.0,3
25,23162.0,1
25,23162.0,3
25,23162.0,6
25,23192.0,1
25,23223.0,0
25,23223.0,1
25,23223.0,3
25,23254.0,0
25,23254.0,3
25,23284.0,3
25,23315.0,1
25,23315.0,3
25,23345.0,1
25,23345.0,3
25,23376.0,3
25,23407.0,1
25,23436.0,0
25,23436.0,1
25,23436.0,7
25,23467.0,7
25,23497.0,3
25,23497.0,6
25,23528.0,1
25,23528.0,3
25,23528.0,7
25,23558.0,1
25,23558.0,3
25,23558.0,7
25,23589.0,3
26,23101.0,3
26,23131.0,3
27,23162.0,0
27,23162.0,7
27,23192.0,3
27,23284.0,1
27,23315.0,1
27,23376.0,1
28,23101.0,1
28,23162.0,1
28,23284.0,3
28,23376.0,1
28,23407.0,1
28,23436.0,1
28,23467.0,1
28,23528.0,1
29,23101.0,6
29,23131.0,6
29,23254.0,3
29,23254.0,7
29,23284.0,6
29,23315.0,6
29,23345.0,6
29,23589.0,3
30,23101.0,3
30,23131.0,3
30,23162.0,3
30,23223.0,0
30,23223.0,3
30,23254.0,0
30,23254.0,3
30,23284.0,3
30,23315.0,3
30,23345.0,3
30,23376.0,3
30,23407.0,3
30,23436.0,3
30,23467.0,3
30,23497.0,3
30,23528.0,3
30,23558.0,3
30,23589.0,3
31,23101.0,4
31,23131.0,6
31,23162.0,3
31,23192.0,6
31,23223.0,6
31,23254.0,1
31,23284.0,6
31,23315.0,4
31,23315.0,6
31,23345.0,3
31,23345.0,4
31,23376.0,4
31,23407.0,6
31,23436.0,0
31,23436.0,6
31,23467.0,1
